[DEBUG] [2021-08-28 18:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 9da7c4b13bfd4cdfb10a5d30c1374f40, msgType : 19
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 540c00593b654389ac920e694a7f988d, msgType : 18
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : a4918944d91145a6864450e7410fcd2d, msgType : 18
[DEBUG] [2021-08-28 18:03:56] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-08-28 18:03:56] BcosSDK.<init>(98) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 8b55c4794a0d42198660d7592ca26c55, msgType : 18
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 359962292b5d485bbe34dc6fb694659a, msgType : 18
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-08-28 18:03:56] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 1.15.226.19:20200, groupList: [1]
[DEBUG] [2021-08-28 18:03:56] TopicManager.updateBlockNotify(158) | update block notify, peer: 1.15.226.19:20200, groupInfo: [1]
[DEBUG] [2021-08-28 18:03:56] TopicManager.updateBlockNotify(163) | add block notify, peer: 1.15.226.19:20200, topic: _block_notify_1
[INFO] [2021-08-28 18:03:56] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-08-28 18:03:56] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:1.15.226.19:20200, topics:["_block_notify_1"]
[DEBUG] [2021-08-28 18:03:56] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:1.15.226.19:20201, topics:[]
[DEBUG] [2021-08-28 18:03:56] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 1.15.226.19:20201, groupList: [1]
[DEBUG] [2021-08-28 18:03:56] TopicManager.updateBlockNotify(158) | update block notify, peer: 1.15.226.19:20201, groupInfo: [1]
[DEBUG] [2021-08-28 18:03:56] TopicManager.updateBlockNotify(163) | add block notify, peer: 1.15.226.19:20201, topic: _block_notify_1
[INFO] [2021-08-28 18:03:56] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-08-28 18:03:56] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:1.15.226.19:20200, topics:["_block_notify_1"]
[DEBUG] [2021-08-28 18:03:56] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:1.15.226.19:20201, topics:["_block_notify_1"]
[INFO] [2021-08-28 18:03:56] AmopImp.start(188) | amop module started
[INFO] [2021-08-28 18:03:56] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-08-28 18:03:56] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:1.15.226.19:20200, topics:["_block_notify_1"]
[DEBUG] [2021-08-28 18:03:56] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:1.15.226.19:20201, topics:["_block_notify_1"]
[INFO] [2021-08-28 18:03:56] BcosSDK.<init>(103) | create BcosSDK, create Amop success
[DEBUG] [2021-08-28 18:03:56] AbstractAutowireCapableBeanFactory.doCreateBean(537) | Eagerly caching bean 'bcosSDK' to allow for resolving potential circular references
[DEBUG] [2021-08-28 18:03:56] AbstractAutowireCapableBeanFactory.createBean(483) | Finished creating instance of bean 'bcosSDK'
[DEBUG] [2021-08-28 18:03:56] AbstractApplicationContext.initLifecycleProcessor(785) | Unable to locate LifecycleProcessor with name 'lifecycleProcessor': using default [org.springframework.context.support.DefaultLifecycleProcessor@56da52a7]
[DEBUG] [2021-08-28 18:03:56] AbstractBeanFactory.doGetBean(251) | Returning cached instance of singleton bean 'lifecycleProcessor'
[DEBUG] [2021-08-28 18:03:56] PropertySourcesPropertyResolver.getProperty(92) | Could not find key 'spring.liveBeansView.mbeanDomain' in any property source
[DEBUG] [2021-08-28 18:03:56] AbstractBeanFactory.doGetBean(251) | Returning cached instance of singleton bean 'bcosSDK'
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 9e2a42466a76467c9e7d5563d9a310b2, msgType : 18
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : e8159595754f4dceb104c46f73374c77, msgType : 18
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : b6b3efb0ff7a4f53a5daa43c35487443, msgType : 18
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : a260da9b0f1f4970a9c8563bc6fbe9ac, msgType : 18
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-08-28 18:03:56] CryptoSuite.<init>(67) | init CryptoSuite, cryptoType: 0
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-08-28 18:03:56] Client.build(111) | build client success for group 1
[INFO] [2021-08-28 18:03:56] BcosSDK.getClient(178) | create client for group 1 success
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 815e978517d0410e8a5f750b69f76e6d, msgType : 18
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : d03ac3b9dab24cec9e7a0fdb195ab913, msgType : 18
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-08-28 18:03:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-08-28 18:03:56] Test.main(25) | create client for group1, account address is 0x4d83e74833fed36b63c8981740e4dc853bbe3342
[DEBUG] [2021-08-28 18:03:56] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-08-28 18:03:56] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-08-28 18:03:56] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-08-28 18:03:56] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 5932c54fc8f041f6bf9b0b0e58f708fa, msgType : 18
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-08-28 18:03:56] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 1.15.226.19:20200, updated blockNumber: 21, groupId: 1
[DEBUG] [2021-08-28 18:03:56] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 21, nodeWithLatestBlockNumber:[1.15.226.19:20200]
[DEBUG] [2021-08-28 18:03:56] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 1.15.226.19:20201, updated blockNumber: 21, groupId: 1
[DEBUG] [2021-08-28 18:03:56] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 21, nodeWithLatestBlockNumber:[1.15.226.19:20200, 1.15.226.19:20201]
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 5932c54fc8f041f6bf9b0b0e58f708fa, msgType : 4096
[DEBUG] [2021-08-28 18:03:56] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-08-28 18:03:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 142075bc839f4efe94581f3f2335115d, msgType : 19
[DEBUG] [2021-08-28 18:03:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 055bba1f86bf4af492822ae225f7613a, msgType : 19
[DEBUG] [2021-08-28 18:04:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : bbf7b997a3834e928e9d426779e97aea, msgType : 19
[DEBUG] [2021-08-28 18:04:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 8924bdb4daa14d9486ee42468b3f8fd5, msgType : 19
[DEBUG] [2021-08-28 18:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : e86b041927a84306b6147395898df252, msgType : 19
[DEBUG] [2021-08-28 18:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 7a337833cd124d73ad842924c497afab, msgType : 19
[DEBUG] [2021-08-28 18:04:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : b368840208344ecd900104cee08c78a1, msgType : 19
[DEBUG] [2021-08-28 18:04:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 753552785d03458b99be8272a7381975, msgType : 19
[DEBUG] [2021-08-28 18:04:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 42b079dd13514f569d4dc9d5ac2cf796, msgType : 19
[DEBUG] [2021-08-28 18:04:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : b7c55580292c48eebf2d2b571c5d0bd9, msgType : 19
[DEBUG] [2021-08-28 18:04:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 32e6976e4f1946e29d8333ef22d90bfb, msgType : 19
[DEBUG] [2021-08-28 18:04:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : d9b7efdab0904db5ad9d4223088f19e6, msgType : 19
[DEBUG] [2021-08-28 18:04:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 7efe81e3da7b40778d8e46820c41538b, msgType : 19
[DEBUG] [2021-08-28 18:04:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 26dddb723b344e2ab813c9b48ada751f, msgType : 19
[DEBUG] [2021-08-28 18:04:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 8d3b6ee28be34df8a68c15b4ff7e38f2, msgType : 19
[DEBUG] [2021-08-28 18:04:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : df89fe27328b45dba6d9152e96c776e4, msgType : 19
[DEBUG] [2021-08-28 18:04:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 40d866bf5d24451e9a8930970ee5273c, msgType : 19
[DEBUG] [2021-08-28 18:04:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : a1ea7ec8c4294876800d172ed244ee5c, msgType : 19
[DEBUG] [2021-08-28 18:04:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 98432915cb9b4b72a146fba9c3935734, msgType : 19
[DEBUG] [2021-08-28 18:04:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 2dde0e2f5aea46f8b4c796ce3b76702d, msgType : 19
[DEBUG] [2021-08-28 18:04:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : c349531798094f8982986849221d4f86, msgType : 19
[DEBUG] [2021-08-28 18:04:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 589a511e3d434f32a10bb0546c4f7385, msgType : 19
[DEBUG] [2021-08-28 18:04:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 006ffefc922d495a81aa07dff7667224, msgType : 19
[DEBUG] [2021-08-28 18:04:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 1798bb1019ef4768b29a288788ac5987, msgType : 19
[DEBUG] [2021-08-28 18:04:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : c597ba03287e4bddbb5ee5e9efdaf375, msgType : 19
[DEBUG] [2021-08-28 18:04:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 5ff518526892461d8ee64e9081c3a7a4, msgType : 19
[DEBUG] [2021-08-28 18:04:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 4a65688e1eb346a1a8ca54f084a44295, msgType : 19
[DEBUG] [2021-08-28 18:04:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 595a877d268b48e08a2c9c1a10aa6361, msgType : 19
[DEBUG] [2021-08-28 18:04:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : beb0c3503c0e44298b4b817b00c5b4e9, msgType : 19
[DEBUG] [2021-08-28 18:04:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 8e02b29f476d4b148f0c638593ab3243, msgType : 19
[DEBUG] [2021-08-28 18:04:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 82f7762bc93644db9435b67ea10ecbde, msgType : 19
[DEBUG] [2021-08-28 18:04:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 8ff3d93f83fc47329a60d2c1d05474ba, msgType : 19
[DEBUG] [2021-08-28 18:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : daa58da323194dc4aa3ba5dec04f3eb5, msgType : 19
[DEBUG] [2021-08-28 18:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 43dae89aaef944cea1f94441d42c6804, msgType : 19
[DEBUG] [2021-08-28 18:04:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : eacb0347dde14909a528809313c87891, msgType : 19
[DEBUG] [2021-08-28 18:04:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 4816c84aac4449ee90f66df607d1ceb6, msgType : 19
[DEBUG] [2021-08-28 18:04:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 8b51f3afa6b849ce943579e67b082ffe, msgType : 19
[DEBUG] [2021-08-28 18:04:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 047ff6d4958a4f0a83e5c92608d9ca2e, msgType : 19
[DEBUG] [2021-08-28 18:04:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 79edf99c228143ddbecf447fdfaa9879, msgType : 19
[DEBUG] [2021-08-28 18:04:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 752552f3f4034199af6f92d804c25104, msgType : 19
[DEBUG] [2021-08-28 18:04:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : e44b5b2d663344519c796e553648a82c, msgType : 19
[DEBUG] [2021-08-28 18:04:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 24195137685d4a76b6db84c5728505ab, msgType : 19
[DEBUG] [2021-08-28 18:04:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : fff9cfeca44a4900a1a6d1b2a2e31e46, msgType : 19
[DEBUG] [2021-08-28 18:04:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 55e603196c21423da86da4928c13d8a2, msgType : 19
[DEBUG] [2021-08-28 18:04:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : d4bcfb300cce4f8591be89b00a8732f0, msgType : 19
[DEBUG] [2021-08-28 18:04:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : c65f501f9b1c4db890001534f964352b, msgType : 19
[DEBUG] [2021-08-28 18:04:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 0978c56c4cc3481a878ebb13a26fe6e1, msgType : 19
[DEBUG] [2021-08-28 18:04:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 4a37273d75c549c7acbe44e745feef23, msgType : 19
[DEBUG] [2021-08-28 18:04:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 822e631cb1204e97ae8b05ba84d82fac, msgType : 19
[DEBUG] [2021-08-28 18:04:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 95a58bfac5754fd5bce45740d3091995, msgType : 19
[DEBUG] [2021-08-28 18:04:47] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-08-28 18:04:47] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-08-28 18:04:47] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@1917513796 {name='systemProperties', properties={java.specification.version=13, sun.cpu.isalist=amd64, sun.jnu.encoding=GBK, java.class.path=D:\ideaproject\asset-app\build\classes\java\main;D:\ideaproject\asset-app\build\resources\main;D:\.grade\caches\modules-2\files-2.1\org.fisco-bcos.java-sdk\fisco-bcos-java-sdk\2.7.2\f9b1c110567aae2a49477f97f1bebe6c45011fe8\fisco-bcos-java-sdk-2.7.2.jar;D:\.grade\caches\modules-2\files-2.1\org.fisco-bcos\netty-sm-ssl-context\1.2.0\6a987bc9092495b938e5a8bd6a6c5b672cb7a4e8\netty-sm-ssl-context-1.2.0.jar;D:\.grade\caches\modules-2\files-2.1\org.slf4j\slf4j-log4j12\1.7.30\c21f55139d8141d2231214fb1feaf50a1edca95e\slf4j-log4j12-1.7.30.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-context\4.3.27.RELEASE\f7ffe3a6b68fd16515aafdffb6550935c3601a85\spring-context-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-tx\4.3.27.RELEASE\d3acbba626f3d45062201ed27a17a7f2c08e2ab0\spring-tx-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-aop\4.3.27.RELEASE\a6900112311407df79d6549c540a83872182c9bd\spring-aop-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-beans\4.3.27.RELEASE\6e3e15abc92989708ef94ac6055dc5665b03e921\spring-beans-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-expression\4.3.27.RELEASE\bddfa94e415a7e53e85643d479e15be25c091bd4\spring-expression-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-core\4.3.27.RELEASE\ab25ccb3857069b516b9fdee7f0ff3a3bb07639e\spring-core-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.slf4j\slf4j-api\1.7.30\b5a4b6d16ab13e34a88fae84c35cd5d68cac922c\slf4j-api-1.7.30.jar;D:\.grade\caches\modules-2\files-2.1\log4j\log4j\1.2.17\5af35056b4d257e4b64b9e8069c0746e8b08629f\log4j-1.2.17.jar;D:\.grade\caches\modules-2\files-2.1\org.bouncycastle\bcprov-jdk15on\1.60\bd47ad3bd14b8e82595c7adaa143501e60842a84\bcprov-jdk15on-1.60.jar;D:\.grade\caches\modules-2\files-2.1\org.apache.commons\commons-lang3\3.1\905075e6c80f206bbe6cf1e809d2caa69f420c76\commons-lang3-3.1.jar;D:\.grade\caches\modules-2\files-2.1\io.netty\netty-all\4.1.53.Final\fe61db8de0babb6ac5b87a8dd9ba017658f2f10d\netty-all-4.1.53.Final.jar;D:\.grade\caches\modules-2\files-2.1\com.fasterxml.jackson.core\jackson-databind\2.11.0\8f5aaf3878b0647ff3a16610af53b1a5c05d9f15\jackson-databind-2.11.0.jar;D:\.grade\caches\modules-2\files-2.1\commons-io\commons-io\2.4\b1b6ea3b7e4aa4f492509a4952029cd8e48019ad\commons-io-2.4.jar;D:\.grade\caches\modules-2\files-2.1\com.squareup\javapoet\1.7.0\4fdcf1fc27c1a8f55d1109df986c923152f07759\javapoet-1.7.0.jar;D:\.grade\caches\modules-2\files-2.1\info.picocli\picocli\3.6.0\658e0dce77754c7df1e770c246aea0d25808dca7\picocli-3.6.0.jar;D:\.grade\caches\modules-2\files-2.1\com.webank\key-mini-toolkit\1.0.3\1e0f70274a5bdda552dfb64ff6714a284d08b00f\key-mini-toolkit-1.0.3.jar;D:\.grade\caches\modules-2\files-2.1\com.moandjiezana.toml\toml4j\0.7.2\a03337911d0bd2c40932aca3946edb30d0e7d0c\toml4j-0.7.2.jar;D:\.grade\caches\modules-2\files-2.1\commons-logging\commons-logging\1.2\4bfc12adfe4842bf07b657f0369c4cb522955686\commons-logging-1.2.jar;D:\.grade\caches\modules-2\files-2.1\org.fisco-bcos\tcnative\2.0.34.0\d76b76c1fdadce1d9df9e1c7aa6a79bc24c7018d\tcnative-2.0.34.0.jar;D:\.grade\caches\modules-2\files-2.1\com.fasterxml.jackson.core\jackson-annotations\2.11.0\c626020ae55d19c690d25cb51c1532ba76e5890f\jackson-annotations-2.11.0.jar;D:\.grade\caches\modules-2\files-2.1\com.fasterxml.jackson.core\jackson-core\2.11.0\f84302e14648f9f63c0c73951054aeb2ff0b810a\jackson-core-2.11.0.jar;D:\.grade\caches\modules-2\files-2.1\org.projectlombok\lombok\1.18.6\616105b0831250a2e443447508e6a8b26bc466fb\lombok-1.18.6.jar;D:\.grade\caches\modules-2\files-2.1\com.google.code.gson\gson\2.8.1\2a8e0aa38a2e21cb39e2f5a7d6704cbdc941da0\gson-2.8.1.jar, java.vm.vendor=Azul Systems, Inc., sun.arch.data.model=64, user.variant=, java.vendor.url=http://www.azul.com/, user.timezone=Asia/Shanghai, java.vm.specification.version=13, os.name=Windows 10, user.country=CN, sun.java.launcher=SUN_STANDARD, sun.boot.library.path=C:\Users\CIAge\.jdks\azul-13.0.8\bin, sun.java.command=org.fisco.bcos.swaphash.client.Test, jdk.debug=release, sun.cpu.endian=little, user.home=C:\Users\CIAge, user.language=zh, java.specification.vendor=Oracle Corporation, java.version.date=2021-07-20, java.home=C:\Users\CIAge\.jdks\azul-13.0.8, file.separator=\, java.vm.compressedOopsMode=32-bit, line.separator=
